id,name,aliases
00901,Archer-Daniels-Midland,ADM
00911,Ares Management,ARES
00921,argenx,ARGX
00931,Arista Networks,ANET
00941,Aristocrat Leisure,ALL
00951,Arm,ARM
00961,Arthur J. Gallagher & Co.,AJG
00971,Asahi,2502
00981,Asahi Holdings,5857
00991,Asahi Kasei,3407
01001,Ashtead,AHT
01011,Asics,7936
01021,ASM International,ASM
01031,ASML Holding,ASML
01041,Assa Abloy,ASSA-B
01051,Assicurazioni Generali,G
01061,Associated British Foods,ABF
01071,Assurant,AIZ
01081,Astellas Pharma,4503
01091,AstraZeneca,AZN
01101,AT&T,T
01111,Atlantia,ATL
01121,Atlas Copco,ATCO-A
01131,Atlassian,TEAM
01141,Atmos Energy,ATO
01151,Atos,ATO
01161,Autodesk,ADSK
01171,Automatic Data Processing,ADP
01181,AutoZone,AZO
01191,AvalonBay Communities,AVB
01201,Avery Dennison,AVY
01211,Aviva,AV
01221,AXA,CS
01231,Axon Enterprise,AXON
01241,BAE Systems,BA
01251,Baidu,BIDU
01261,Baker Hughes,BKR
01271,Ball Corporation,BLL
01281,Baloise,BALN
01291,Banco Sabadell,SAB
01301,Banco Santander,SAN
01311,Bandai Namco Holdings,7832
01321,Bank Hapoalim,POLI
01331,Bank Leumi Le-Israel,LUMI
01341,Bank of Montreal,BMO
01351,Bank of New York Mellon,BK
01361,Bank of Nova Scotia,BNS
01371,Bank of America,BAC
01381,Bank of China,3988
01391,Bank of Ireland,BIRG
01401,Barclays,BARC
01411,Barratt Developments,BDEV
01421,Barrick Gold,B
01431,BASF,BAS
01441,Baxter International,BAX
01451,Bayer,BAYN
01461,BBVA,BBVA
01471,Banco Bilbao Vizcaya Argentaria,BBVA
01481,Becton Dickinson,BDX
01491,Beiersdorf,BEI
01501,Beijing Kingsoft Office Software,688111
01511,Berkeley Group Holdings,BKG
01521,Berkshire Hathaway,BRK-B
01531,Best Buy,BBY
01541,BGF Retail,282330
01551,BHP,BHP
01561,Bio-Techne,TECH
01571,Biogen,BIIB
01581,BlackRock,BLK
01591,Blackstone,BX
01601,Block,SQ
01611,BMW,BMW
01621,BNK Financial,138930
01631,BNP Paribas,BNP
01641,BNY Mellon,BK
01651,BOC Hong Kong,2388
01661,Boeing,BA
01671,Booking Holdings,BKNG
01681,Boston Scientific,BSX
01691,Bouygues,EN
01701,BP,BP
01711,Brambles,BXB
01721,Brenntag,BNR
01731,Bridgestone,5108
01741,Bristol-Myers Squibb,BMY
01751,British American Tobacco,BATS
01761,British Land Company,BLND
01771,Broadcom,AVGO
01781,Broadridge Financial Solutions,BR
01791,Brookfield,BN
01801,Brookfield Asset Management,BAM
01811,Brown & Brown,BRO
01821,Brown–Forman,BF-B
01831,BT Group,BT.A
01841,Budweiser Brewing Company APAC,1876
01851,Builders FirstSource,BLDR
01861,Bunge Global,BG
01871,Bunzl,BNZL
01881,Burberry,BRBY
01891,Burlington Stores,BURL
01901,BXP,BXP
01911,BYD Company,1211
01921,C.H. Robinson,CHRW
01931,Cadence Design Systems,CDNS
01941,Caesars Entertainment,CZR
01951,CaixaBank,CABK
01961,Camden Property Trust,CPT
01971,Cameco,CCJ
01981,Campbell Soup Company,CPB
01991,Canadian Imperial Bank,CM
02001,Canadian Natural Resources,CNQ
02011,Canadian National Railway,CNR
02021,Canon,7751
02031,Capgemini,CAP
02041,Capita,CPI
02051,Capital One Financial,COF
02061,Cardinal Health,CAH
02071,Carlisle Companies,CSL
02081,Carlsberg,CARL-B
02091,CarMax,KMX
02101,Carnival,CCL
02111,Carnival Corp,CCL
02121,Carrefour,CA
02131,Carrier Global,CARR
02141,Carvana,CVNA
02151,Casio Computer,6952
02161,Caterpillar,CAT
02171,Cboe Global Markets,CBOE
02181,CBRE Group,CBRE
02191,CDW Corporation,CDW
02201,Cellnex Telecom,CLNX
02211,Celltrion,068270
02221,Cencora,COR
02231,Cenovus Energy,CVE
02241,Centene Corporation,CNC
02251,CenterPoint Energy,CNP
02261,Central Japan Railway,9022
02271,Centrica,CNA
02281,CF Industries,CF
02291,CGI,GIB.A
02301,Charles River Laboratories,CRL
02311,Charles Schwab Corporation,SCHW
02321,Charter Communications,CHTR
02331,Check Point Software,CHKP
02341,Cheil Worldwide,030000
02351,Cheniere Energy,LNG
02361,Cheung Kong Infrastructure Holdings,1038
02371,Chevron Corporation,CVX
02381,China Construction Bank,0939
02391,China CSSC Holdings,600150
02401,China Hongqiao,1378
02411,China Life Insurance,2628
02421,China Merchants Bank,3968
02431,China Mobile,0941
02441,China Northern Rare Earth,600111
02451,China Overseas Land & Investment,0688
02461,China Pacific Insurance Company,2601
02471,China Petroleum & Chemical Corporation,0386
02481,China Railway,601390
02491,China Resources Beer,0291
02501,China Resources Land,1109
02511,China Resources Mixc Lifestyle,1209
02521,China Resources Power,0836
02531,China Shenhua Energy,1088
02541,China State Construction Engineering,601668
02551,China Telecom,0728
02561,China Three Gorges Renewables,600905
02571,China Tourism Duty Free Corporation,601888
02581,China Unicom,0762
02591,China United Network Communications,600050
02601,China Yangtze Power,600900
02611,Chipotle Mexican Grill,CMG
02621,Chong Kun Dang,185750
02631,Chow Tai Fook,1929
02641,Chr. Hansen Holding,CHR
02651,Christian Dior,CDI
02661,Chubb Limited,CB
02671,Chubu Electric Power,9502
02681,Chugai Pharmaceutical,4519
02691,Church & Dwight,CHD
02701,Cie Financiere Richemont,CFR
02711,Cigna,CI
02721,Cincinnati Financial,CINF
02731,Cincinnati Finl,CINF
02741,Cintas,CTAS
02751,Cisco,CSCO
02761,Cisco Systems,CSCO
02771,CITIC,0267
02781,CITIC Securities,6030
02791,Citigroup,C
02801,Citizen Watch,7762
02811,Citizens Financial,CFG
02821,CJ,001040
02831,CJ CheilJedang,097950
02841,CJ Logistics,000120
02851,CK Asset Holdings,1113
02861,CK Hutchison Holdings,0001
02871,Clorox,CLX
02881,Cloudflare,NET
02891,CLP Holdings,0002
02901,CME,CME
02911,CMS Energy,CMS
02921,Cnh Industrial NV,CNHI
02931,CNOOC,0883
02941,Coca Cola Europac,CCEP
02951,Cognizant,CTSH
02961,Cognizant Tech Solutions,CTSH
02971,Coinbase Global,COIN
02981,Coles,COL
02991,Colgate-Palmolive,CL
03001,Coloplast,COLO-B
03011,Comcast,CMCSA
03021,Comcast Corp A,CMCSA
03031,Commerzbank,CBK
03041,Commonwealth Bank of Aus,CBA
03051,Compass,CPG
03061,Comsys,1721
03071,Conagra Brands,CAG
03081,Concordia Financial,7186
03091,ConocoPhillips,COP
03101,Consolidated Edison,ED
03111,Constellation Brands,STZ
03121,Constellation Energy,CEG
03131,Constellation Software,CSU
03141,Continental,CON
03151,Copart,CPRT
03161,Corning,GLW
03171,Corpay,CPAY
03181,Corteva,CTVA
03191,Cosco Shipping,601919
03201,Cosmax,192820
03211,Cosmo AM&T,005070
03221,Cosmo Chemical,005420
03231,CoStar,CSGP
03241,Costco,COST
03251,Costco Wholesale,COST
03261,Coterra,CTRA
03271,Coterra Energy,CTRA
03281,Country Garden,2007
03291,Coway,021240
03301,CP Kansas City,CP
03311,Credit Agricole,ACA
03321,Credit Saison,8253
03331,Credit Suisse,CSGN
03341,CRH,CRH
03351,Croda International,CRDA
03361,CrowdStrike,CRWD
03371,CrowdStrike Holdings,CRWD
03381,Crown Castle,CCI
03391,CS Wind,112610
03401,CSL,CSL
03411,CSPC Pharmaceutical,1093
03421,CSX Corporation,CSX
03431,Cummins,CMI
03441,CVS Health,CVS
03451,CyberAgent,4751
03461,CyberArk Software,CYBR
03471,D.R. Horton,DHI
03481,Daesang,001680
03491,Daewoo E&C,047040
03501,Daewoong,069620
03511,Daewoong Pharmaceutical,069620
03521,Dai Ichi Life Holdings,8750
03531,Dai Nippon Printing,7912
03541,Dai-ichi Life Insurance,8750
03551,Daiichi Sankyo,4568
03561,Daikin Industries,6367
03571,Daimler,MBG
03581,Daimler Truck Holding,DTG
03591,Daiwa House Industry,1925
03601,Daiwa Securities,8601
03611,Danaher,DHR
03621,Danone,BN
03631,Danske Bank,DANSKE
03641,Darden Restaurants,DRI
03651,Dassault Systèmes,DSY
03661,Datadog,DDOG
03671,DaVita,DVA
03681,Dayforce,DAY
03691,DB Insurance,005830
03701,DBS Holdings,D05
03711,DCC,DCC
03721,Deckers Brands,DECK
03731,Deere & Co,DE
03741,Delhaize,DELB
03751,Dell Technologies,DELL
03761,Delta Air Lines,DAL
03771,DeNA,2432
03781,Denki Kagaku Kogyo K.K.,4061
03791,Denso,6902
03801,Dentium,145720
03811,Dentsu,4324
03821,Deutsche Bank,DBK
03831,Deutsche Börse,DB1
03841,Deutsche Post,DHL
03851,Deutsche Telekom,DTE
03861,Deutsche Wohnen,DWN
03871,Devon Energy,DVN
03881,Dexcom,DXCM
03891,DGB Financial,139130
03901,Diageo,DGE
03911,Diamondback Energy,FANG
03921,DIC Corporation,4631
03931,Digital Realty,DLR
03941,Direct Line Insurance,DLG
03951,Disco,6146
03961,Discover Financial,DFS
03971,The Walt Disney Company,DIS
03981,Dixons Carphone,DC.
03991,DL Group,000210
04001,DL E&C,375500
04011,DNB Bank,DNB
04021,DocuSign,DOCU
04031,Dollar General,DG
04041,Dollar Tree,DLTR
04051,Dollarama,DOL
04061,Dominion Energy,D
04071,Domino's,DPZ
04081,Dongsuh,026960
04091,Dongwon Systems,014820
04101,DoorDash,DASH
04111,Doosan,000150
04121,Doosan Bobcat,241560
04131,Doosan Enerbility,034020
04141,Doosan Fuel Cell,336260
04151,Doosan Robotics,454910
04161,DoubleU Games,192080
04171,Dover,DOV
04181,Dow,DOW
04191,Dowa,5714
04201,DraftKings,DKNG
04211,DSM Firmenich,DSFIR
04221,DSV,DSV
04231,DTE Energy,DTE
04241,Duke Energy,DUK
04251,DuPont,DD
04261,Dynatrace,DT
04271,E.ON,EOAN
04281,East Japan Railway,9020
04291,Eastman Chemical Company,EMN
04301,Eaton Corporation,ETN
04311,Ebara,6361
04321,eBay,EBAY
04331,Ecolab,ECL
04341,Ecopro Materials,383310
04351,Edison International,EIX
04361,EDP Energias de Portugal,EDP
04371,Edwards Lifesciences,EW
04381,Eiffage,FGR
04391,Eisai,4523
04401,Electrolux,ELUX-B
04411,Electronic Arts,EA
04421,Elevance Health,ELV
04431,Emart,139480
04441,EMCOR Group,EME
04451,Emerson Electric,EMR
04461,Enagas,ENG
04471,Enbridge,ENB
04481,Endesa,ELE
04491,Enel,ENEL
04501,ENEOS,5020
04511,ENEOS Holdings,5020
04521,Engie,ENGI
04531,Eni,ENI
04541,ENN Energy,2688
04551,Enphase Energy,ENPH
04561,Entegris,ENTG
04571,Entergy,ETR
04581,EOG Resources,EOG
04591,EPAM Systems,EPAM
04601,EQT Corporation,EQT
04611,Equifax,EFX
04621,Equinix,EQIX
04631,Equinor,EQNR
04641,Equitable Holdings,EQH
04651,Equity Residential,EQR
04661,Ericsson,ERIC-B
04671,Erie Indemnity,ERIE
04681,Erste Bank,EBS
04691,Essex Property Trust,ESS
04701,EssilorLuxottica,EL
04711,Essity,ESSITY-B
04721,Estée Lauder Companies,EL
04731,Everest,EG
04741,Evergy,EVRG
04751,Eversource Energy,ES
04761,Exelon,EXC
04771,Expand Energy,023350
04781,Expedia,EXPE
04791,Expeditors International,EXPD
04801,Experian,EXPN
04811,Extra Space Storage,EXR
04821,Exxon Mobil,XOM
04831,F&F,383220
04841,F5,FFIV
04851,FactSet Research Systems,FDS
04861,Fair Isaac,FICO
04871,Fairfax Financial Holdings,FFH
04881,FANUC,6954
04891,Fast Retailing,9983
04901,Fastenal,FAST
04911,Federal Realty Investment Trust,FRT
04921,FedEx,FDX
04931,Ferguson Enterprises,FERG
04941,Ferrari,RACE
04951,Ferrovial,FER
04961,Fiat Chrysler Automobiles,FCAU
04971,Fidelity National Information Services,FIS
04981,Fifth Third Bancorp,FITB
04991,Fila,081660
05001,Fin Richemont Namen,CFR
05011,First Citizens Bancshs,FCNCA
05021,First Solar,FSLR
05031,FirstEnergy,FE
05041,Fiserv,FISV
05051,Flutter Entertainment,FLTR
05061,FNF,FNF
05071,Foosung,093370
05081,Ford Motor Company,F
05091,Fortescue,FMG
05101,Fortinet,FTNT
05111,Fortis,FTS
05121,Fortive,FTV
05131,Fortum,FORTUM
05141,Foshan Haitian Flavouring & Food,603288
05151,Fox Corporation,FOXA
05161,Franco-Nevada,FNV
05171,Franklin Resources,BEN
05181,Freeport-McMoRan,FCX
05191,Fresenius,FRE
05201,Fresenius Medical Care,FME
05211,Fuji Electric,6504
05221,Fujifilm,4901
05231,Fujikura,5803
05241,Fujitsu,6702
05251,Fukuoka Financial,8354
05261,Furukawa Electric,5801
05271,Galaxy Entertainment,0027
05281,Arthur J. Gallagher & Co.,AJG
05291,Garmin,GRMN
05301,Gartner,IT
05311,Gas Natural SDG,GAS
05321,GE Aerospace,GE
05331,GE HealthCare,GEHC
05341,GE Vernova,GEV
05351,GEA,G1A
05361,Geberit,GEBN
05371,Geely Auto,0175
05381,Gemalto,GTO
05391,Gen Digital,GEN
05401,Generac,GNRC
05411,General Dynamics,GD
05421,General Mills,GIS
05431,General Motors,GM
05441,Genmab,GMAB
05451,Genuine Parts Company,GPC
05461,GigaDevice,603986
05471,Gilead Sciences,GILD
05481,Givaudan,GIVN
05491,GKN,GKN
05501,GlaxoSmithKline,GSK
05511,Glencore,GLEN
05521,Global Payments,GPN
05531,Globe Life,GL
05541,GoDaddy,GDDY
05551,Goldman Sachs,GS
05561,Goodman,GMG
05571,Graco,GGG
05581,W.W. Grainger,GWW
05591,Grand Korea Leisure,114090
05601,Great Wall Motor Company,2333
05611,Green Cross,006280
05621,Green Cross Holdings,005250
05631,Grifols,GRF
05641,Groupe Bruxelles Lambert,GBLB
05651,Groupe Société Générale,GLE
05661,GS,078930
05671,GS E&C,006360
05681,GS Retail,007070
05691,GS Yuasa,6674
05701,GSK,GSK
05711,Haidilao,6862
05721,Haier,1169
05731,Haier Smart Home,600690
05741,Haleon,HLN
05751,Halliburton,HAL
05761,Hammerson,HMSO
05771,Hana Financial,086790
05781,Hana Tour,039130
05791,Hanall Biopharma,009420
05801,Hang Lung Properties,0101
05811,Hang Seng Bank,0011
05821,Hanil Cement,300720
05831,Hanjin KAL,180640
05841,Hankook,161390
05851,Hankook & Co,000240
05861,Hanmi Pharm,128940
05871,Hanmi Science,008930
05881,Hanmi Semiconductor,042700
05891,Hannover Rück,HNR1
05901,Hanon Systems,018880
05911,Hansae,105630
05921,Hansoh Pharmaceutical,3692
05931,Hansol Chemical,014680
05941,Hanssem,009240
05951,Hanwha,000880
05961,Hanwha Aerospace,012450
05971,Hanwha Life,088350
05981,Hanwha Ocean,042660
05991,Hanwha Solutions,009830
06001,Hanwha Systems,272210
06011,Hanwha Vision,012450
06021,Hartford Insurance,HIG
06031,Hasbro,HAS
06041,Haseko,1808
06051,HCA Healthcare,HCA
06061,HD Hyundai,267250
06071,HD Hyundai Electric,267260
06081,HD Hyundai Heavy Industries,329180
06091,HD Hyundai Infracore,042670
06101,HD Hyundai Mipo,010620
06111,HD KSOE,009540
06121,Healthpeak Properties,PEAK
06131,HEICO Corporation,HEI
06141,Heidelberg Materials,HEI
06151,HeidelbergCement,HEI
06161,Heineken,HEIA
06171,Heineken Holding,HEIO
06181,Heineken NV,HEIA
06191,Henderson Land Development Company,0012
06201,Hengan International,1044
06211,Henkel Pref,HEN3
06221,Henkel Vorzug,HEN3
06231,Hennes & Mauritz,HM-B
06241,Henry Schein,HSIC
06251,Hermès International,RMS
06261,Hess Corporation,HES
06271,Hewlett Packard Enterprise,HPE
06281,Hexagon,HEXA-B
06291,Hilton Worldwide Holdings,HLT
06301,Hino Motors,7205
06311,Hitachi,6501
06321,Hitachi Construction Machinery,6305
06331,Hitachi Zōsen,7004
06341,HiteJinro,000080
06351,HKEX,0388
06361,HL Mando,204320
06371,HMM,011200
06381,Holcim,HOLN
06391,Hologic,HOLX
06401,Home Depot,HD
06411,Honda Motor,7267
06421,Honeywell International,HON
06431,Hong Kong and China Gas Company,0003
06441,Hongkong Exch & Clearing,0388
06451,Hormel Foods,HRL
06461,Dr. Horton,DHI
06471,Host Hotels & Resorts,HST
06481,Hotel Shilla,008770
06491,Howmet Aerospace,HWM
06501,Hoya,7741
06511,HP,HPQ
06521,HS Hyosung Advanced Materials,298050
06531,HSBC Holdings,HSBA
06541,Hubbell Incorporated,HUBB
06551,HubSpot,HUBS
06561,Humana,HUM
06571,Huntington Bancshares,HBAN
06581,Huntington Ingalls Industries,HII
06591,Hybe,352820
06601,Hygon Information Technology,688041
06611,Hyosung Heavy Industries,298040
06621,Hyosung TNC,298020
06631,Hyundai Department Store,069960
06641,Hyundai E&C,000720
06651,Hyundai Elevator,017800
06661,Hyundai Glovis,086280
06671,Hyundai Marine & Fire,001450
06681,Hyundai Mobis,012330
06691,Hyundai Motor,005380
06701,Hyundai Rotem,064350
06711,Hyundai Steel,004020
06721,Hyundai WIA,011210
06731,IAG,IAG
06741,Iberdrola,IBE
06751,IBM,IBM
06761,Idemitsu Kosan,5019
06771,IDEX Corporation,IEX
06781,IDEXX Laboratories,IDXX
06791,IHI Corporation,7013
06801,Iliad,ILD
06811,Iljin Hysolus,271940
06821,Illinois Tool Works,ITW
06831,Imperial Brands,IMB
06841,Incyte,INCY
06851,Inditex,ITX
06861,Industria de Diseno Textil SA,ITX
06871,Industrial and Commercial Bank of China,601398
06881,Industrial Bank,601166
06891,Industrial Bank of Korea,024110
06901,Infineon Technologies,IFX
06911,Informa,INF
06921,ING Groep,INGA
06931,Ingenico,ING
06941,Ingersoll Rand,IR
06951,Inmarsat,ISAT
06961,Inpex,1605
06971,Insulet Corporation,PODD
06981,Intact Financial,IFC
06991,Intel,INTC
07001,Interactive Brokers,IBKR
07011,Intercontinental Exchange,ICE
07021,Intercontinental Hotels,IHG
07031,International Flavors & Fragrances,IFF
07041,International Paper,IP
07051,Intertek,ITRK
07061,Intesa Sanpaolo,ISP
07071,Intuit,INTU
07081,Intuitive Surgical,ISRG
07091,Invesco,IVZ
07101,Investment Kinnevik,KINV-B
07111,Investor,INVE-B
07121,Invitation Homes,INVH
07131,IQVIA Holdings,IQV
07141,Iron Mountain,IRM
07151,Isetan Mitsukoshi,3099
07161,ISU Specialty Chemical,078930
07171,Isuzu Motors,7202
07181,Itochu,8001
07191,ITV,ITV
07201,J. Front Retailing,3086
07211,J.B. Hunt,JBHT
07221,Jabil,JBL
07231,Jack Henry & Associates,JKHY
07241,Jacobs Solutions,J
07251,Japan Airlines,9201
07261,Japan Exchange,8697
07271,Japan Post,6178
07281,Japan Post Bank,7182
07291,Japan Post Holdings,6178
07301,Japan Tobacco,2914
07311,JB Financial,175330
07321,JD Health,6618
07331,JD.com,JD
07341,JFE Holdings,5411
07351,JGC Holdings,1963
07361,Jiangsu Hengrui Pharmaceuticals,600276
07371,Johnson & Johnson,JNJ
07381,Johnson Controls,JCI
07391,Johnson Matthey,JMAT
07401,JPMorgan Chase & Co,JPM
07411,JTEKT,6473
07421,Julius Baer,BAER
07431,Juniper Networks,JNPR
07441,Kajima,1812
07451,Kakao,035720
07461,KakaoBank,323410
07471,KakaoPay,377300
07481,Kangwon Land,035250
07491,Kansai Electric Power,9503
07501,Kao,4452
07511,Kawasaki Heavy Industries,7012
07521,Kawasaki Kisen Kaisha,9107
07531,KB Financial,105560
07541,KBC Groupe,KBC
07551,KCC Corporation,002380
07561,KDDI Corporation,9433
07571,Keio,9008
07581,Keisei Electric Railway,9009
07591,Kellanova,K
07601,Kenvue,KVUE
07611,KEPCO,015760
07621,KEPCO E&C,052690
07631,KEPCO KPS,051600
07641,Kering,KER
07651,Kerry,0636
07661,Keurig Dr Pepper,KDP
07671,KeyCorp,KEY
07681,Keyence,6861
07691,Keysight Technologies,KEYS
07701,KG Mobility,003620
07711,Kia,000270
07721,Kikkoman,2801
07731,Kimberly-Clark,KMB
07741,Kimco Realty,KIM
07751,Kinder Morgan,KMI
07761,Kingfisher,KGF
07771,Kirin,2503
07781,Kiwoom Securities,039490
07791,KKR & Co,KKR
07801,KLA Corporation,KLAC
07811,Klepierre,LI
07821,Kobe Steel,5406
07831,Kolmar Korea,161890
07841,Kolon Industries,120110
07851,Komatsu,6301
07861,Konami,9766
07871,Kone,KNEBV
07881,Konica Minolta,4902
07891,Koninklijke DSM,DSM
07901,Koninklijke KPN,KPN
07911,Koninklijke Philips,PHIA
07921,Korea Aerospace,047810
07931,Korea Gas,036460
07941,Korea Investment,071050
07951,Korea Petrochemical,006650
07961,Korea Zinc,010130
07971,Korean Air,003490
07981,KPN,KPN
07991,Kraft Heinz,KHC
08001,Krafton,259960
08011,Kroger,KR
08021,KT,030200
08031,KT&G,033780
08041,Kubota,6326
08051,Kuehne + Nagel,KNIN
08061,Kumho Petrochemical,011780
08071,Kumho Tire,073240
08081,Kuraray,3405
08091,Kweichow Moutai,600519
08101,Kyocera,6971
08111,Kyowa Hakko Kirin,4151
08121,L'Oréal,OR
08131,L&F,066970
08141,L3Harris Technologies,LHX
08151,Labcorp Holdings,LDX
08161,LafargeHolcim,HOLN
08171,Lam Research,LRCX
08181,Lamb Weston,LW
08191,Land Securities,LAND
08201,Las Vegas Sands,LVS
08211,Lasertec,6920
08221,Legal & General,LGEN
08231,Legrand,LR
08241,Leidos Holdings,LDOS
08251,Lennar,LEN
08261,Lennox International,LII
08271,Lenovo,0992
08281,Leonardo,LDO
08291,LG,003550
08301,LG Chem,051910
08311,LG Display,034220
08321,LG Electronics,066570
08331,LG Energy Solution,373220
08341,LG H&H,051900
08351,LG Innotek,011070
08361,LG Uplus,032640
08371,Li Auto,2015
08381,Li-Ning,2331
08391,Liberty Formula One,FWONA
08401,LIG Nex1,079550
08411,Eli Lilly & Co,LLY
08421,Linde,LIN
08431,Lindt & Sprüngli Reg,LISN
08441,Link REIT,0823
08451,Live Nation Entertainment,LYV
08461,LKQ Corporation,LKQ
08471,Lloyds Banking,LLOY
08481,Loblaw,L
08491,Lockheed Martin,LMT
08501,Loews Corporation,L
08511,Logitech,LOGN
08521,London Stock Exchange,LSEG
08531,Longfor Properties,0960
08541,LONGi Green Energy Technology,601012
08551,Lonza,LONN
08561,Lotte,004990
08571,Lotte Chemical,011170
08581,Lotte Chilsung,005300
08591,Lotte Fine Chemical,004000
08601,Lotte Shopping,023530
08611,Lotte Wellfood,280360
08621,Lowe's,LOW
08631,LPL Financial Holdings,LPLA
08641,LS Electric,010120
08651,Lululemon Athletica,LULU
08661,Luxottica,LUX
08671,LVMH Moet Hennessy,MC
08681,LX International,001120
08691,LY Corporation,4689
08701,LyondellBasell,LYB
08711,M&T Bank,MTB
08721,M3,2413
08731,Macquarie,MQG
08741,Manulife Financial,MFC
08751,Marathon Petroleum,MPC
08761,Markel,MKL
08771,MarketAxess,MKTX
08781,Marks & Spencer,MKS
08791,Marriott International,MAR
08801,Marsh McLennan,MMC
08811,Martin Marietta Materials,MLM
08821,Marubeni,8002
08831,Marui,8252
08841,Marvell Technology,MRVL
08851,Masco,MAS
08861,Mastercard,MA
08871,Match,MTCH
08881,Mazda Motor,7261
08891,McCormick & Co,MKC
08901,McDonald's,MCD
08911,McKesson Corporation,MCK
08921,Medtronic,MDT
08931,Meiji,2269
08941,Meituan,3690
08951,Mengniu Dairy,2319
08961,MercadoLibre,MELI
08971,Mercari,4385
08981,Mercedes-Benz,MBG
08991,Merck,MRK
09001,Merck & Co,MRK
09011,Merck KGaA Stamm,MRK
09021,Meritz Financial,138040
09031,Meta Platforms,META
09041,MetLife,MET
09051,Mettler Toledo,MTD
09061,MGM Resorts,MGM
09071,Michelin,ML
09081,Microchip Technology,MCHP
09091,Micron Technology,MU
09101,Microsoft,MSFT
09111,MicroStrategy,MSTR
09121,Mid-America Apartment Communities,MAA
09131,MinebeaMitsumi,6479
09141,Mirae Asset Securities,006800
09151,Mitsubishi,8058
09161,Mitsubishi Chemical,4188
09171,Mitsubishi Electric,6503
09181,Mitsubishi Estate,8802
09191,Mitsubishi Heavy Industries,7011
09201,Mitsubishi Logistics,9301
09211,Mitsubishi Materials,5711
09221,Mitsubishi Motors,7211
09231,Mitsubishi UFJ Financial,8306
09241,Mitsui,8031
09251,Mitsui Chemicals,4183
09261,Mitsui Fudosan,8801
09271,Mitsui Mining & Smelting,5706
09281,Mitsui O.S.K. Lines,9104
09291,Miwon Commercial,002840
09301,Mizuho Financial,8411
09311,Moderna,MRNA
09321,Mohawk Industries,MHK
09331,Molina Healthcare,MOH
09341,Molson Coors Beverage Company,TAP
09351,Moncler,MONC
09361,Mondelez International,MDLZ
09371,Mondi,MNDI
09381,MongoDB,MDB
09391,Monolithic Power Systems,MPWR
09401,Monster Beverage,MNST
09411,Moody's,MCO
09421,Morgan Stanley,MS
09431,Morrison Supermarket,MRW
09441,Motorola Solutions,MSI
09451,MS&AD Insurance,8725
09461,MSCI,MSCI
09471,MTR Corporation,0066
09481,MTU Aero Engines,MTX
09491,Muenchener Rueckversich,MUV2
09501,Murata Manufacturing,6981
09511,NARI Technology,600406
09521,Nasdaq,NDAQ
09531,Natera,NTRA
09541,National Australia Bank,NAB
09551,National Bank of Canada,NA
09561,National Grid,NG
09571,NatWest,NWG
09581,Naver,035420
09591,NCSoft,036570
09601,NEC Corporation,6701
09611,Nestlé,NESN
09621,NetApp,NTAP
