id,name,aliases
10901,Mexico 20-year Bonos,BONOS20|MX20Y
11001,Netherlands 2-year Dutch State Bond,NETHER2|NL2Y
11101,Netherlands 3-month Treasury Bill,NL3M|NETHER3M
11201,Netherlands 5-year Dutch State Bond,NETHER5|NL5Y
11301,Netherlands 10-year Dutch State Bond (DSL),NETHER10|GDBR10|NL10Y
11401,Netherlands 30-year Dutch State Bond,NETHER30|DSL30|NL30Y
11501,New Zealand 5-year New Zealand Government Bond,NZGB5|NZ5Y
11601,New Zealand 10-year New Zealand Government Bond,NZGB10|NZ10Y
11701,Norway 10-year Norwegian Government Bond,GNOR10|NORWAY10Y|NOR10Y
11801,Peru 10-year Peruvian Government Bond,PEGB10|PERU10Y
11901,Philippines 10-year Philippine Government Bond,PHILIPPINES10Y|PGBD10
12001,Poland 10-year Polish Government Bond,POGB10|POLAND10Y|PL10Y
12101,Romania 10-year Romanian Government Bond,ROGB10|ROMANIA10Y|RO10Y
12201,Russia 10-year Russian Government Bond (OFZ),RUGB10|OFZ|RUGB|RUB10Y
12301,Saudi Arabia 10-year Government Bond,SAGB10_SA|SAUDI10Y|SA10Y
12401,Singapore 2-year Government Bond,SINGAPORE2Y|SGBD2|SG2Y
12501,Singapore 10-year Government Bond,SINGAPORE10Y|SGBD10|SG10Y
12601,South Africa 10-year Government Bond,SAGB10|SA10Y|ZA10Y
12701,South Africa 20-year Government Bond,SAGB20|ZA20Y
12801,South Korea 3-year Korea Treasury Bond,KTB3|KOR3Y|KR3Y
12901,South Korea 10-year Korea Treasury Bond,KTB10|KOR10Y|KR10Y
13001,Spain Letra del Tesoro (6-month bill),LETRA6M|SPGB3M|ES6M
13101,Spain 3-year Spanish Government Bond,ES3Y|ES3Y
13201,Spain 5-year Bono (Government bond),SPGB5|BONO|ES5Y
13301,Spain 10-year Bonos (Government bond),SPGB10|BONOS|ES10Y
13401,Spain 15-year Inflation-Linked Bonos,SPGBEI15|SPGB_IL|ES15Y
13501,Spain 30-year Obligación,SPGB30|OBLIGACION|ES30Y
13601,Supranational African Development Bank 3-year USD Global Benchmark,AFDB|AfDB|AFDB3Y
13701,Supranational Asian Development Bank 5-year USD Global Benchmark,ADB|AsDB|ADB5Y
13801,Supranational European Investment Bank 10-year EUR Climate Bond,EIB|EIB_CAB|EUR10Y
13901,Supranational World Bank (IBRD) 7-year USD Sustainable Bond,IBRD|WB|WB7Y
14001,Sweden 3-month Treasury Bill,SEK3M|SWEDEN3M|SE3M
14101,Sweden 10-year Government Bond,GSWE10|SWEDEN10Y|SE10Y
14201,Sweden Swedish Green Bond,SGVB|SWE_GREEN
14301,Switzerland 2-year Swiss Government Bond,GSWISS2|CH2Y
14401,Switzerland 5-year Swiss Government Bond,GSWISS5|CH5Y
14501,Switzerland 10-year Swiss Government Bond,GSWISS10|CH10Y
14601,Switzerland Swiss Confederation Bond 1-3y,CSBGC3|SBI_1_3
14701,Switzerland Swiss Confederation Bond 3-7y,CSBGC7|SBI_3_7
14801,Switzerland Swiss Confederation Bond 7-15y,CSBGC15|SBI_7_15|CSBGC0
14901,Taiwan 10-year Taiwan Government Bond,TGBD10|TAIWAN10Y|TW10Y
15001,Thailand 10-year Thai Government Bond,THAILAND10Y|TGBD10|TH10Y
15101,Turkey 2-year Turkish Government Bond,TURKEY2Y|TGBD2|TR2Y
15201,Turkey 10-year Turkish Government Bond,TURKEY10Y|TGBD10|TR10Y
15301,United Kingdom Treasury Bill (6-month bill),SONIA|UKTB6M|GB6M
15401,United Kingdom 2-year Gilt,GUKG2|UK2Y|GILT2Y|GB2Y
15501,United Kingdom 3-year Gilt,GUKG3|UK3Y|GILT3Y|GB3Y
15601,United Kingdom 5-year Gilt,G5Y|GILT5|GUKG5|GB5Y
15701,United Kingdom 5-year Index-Linked Gilt,UKIL5Y|GB5Y_IL
15801,United Kingdom 7-year Gilt,GUKG7|UK7Y|GILT7Y|GB7Y
15901,United Kingdom 10-year Gilt,G10Y|GILT10|GUKG10|GB10Y
16001,United Kingdom 10-year Index-Linked Gilt,UKIL10|GB10Y_IL
16101,United Kingdom 15-year Gilt,GUKG15|UK15Y|GILT15Y|GB15Y
16201,United Kingdom 20-year Gilt,UK20Y|GB20Y
16301,United Kingdom 30-year Gilt,G30Y|GILT30|GUKG30|GB30Y
16401,United Kingdom 50-year Gilt,GUKG50|UK50Y|GILT50Y|GB50Y
16501,United States 4-week Treasury Bill,DGS1MO|TB4W|IRX_TB4W|US4W
16601,United States 3-month Treasury Bill,IRX|TB3M|DGS3MO|US3M
16701,United States 6-month Treasury Bill,TB6M|DGS6MO|IRX6M|US6M
16801,United States 52-week Treasury Bill,TB52W|DGS52W|US52W
16901,United States 1-year Treasury Bill,DGS1|TB1Y|ZBIL1|US1Y
17001,United States 2-year Treasury Note,ZT|TU|DGS2|TN2Y|US2Y
17101,United States 2-year TIPS,TIP2Y|DFII2Y|US2Y_IL
17201,United States 3-year Treasury Note,T3Y|DGS3Y|US3Y
17301,United States 5-year Treasury Note,ZF|FV|DGS5|FVX|US5Y
17401,United States 5-year TIPS,TIP5Y|DFII5|US5Y_IL
17501,United States 7-year Treasury Note,T7Y|US7Y
17601,United States 10-year Treasury Note,ZN|TY|DGS10|TNX|US10Y
17701,United States 10-year TIPS,TIP10Y|DFII|SCHP|TIPS|US10Y_IL
17801,United States 20-year Treasury Bond,DGS20|ZB20|USB20|TYX20|US20Y
17901,United States 20-year TIPS,TIP20Y|DFII20Y|US20Y_IL
18001,United States 30-year Treasury Bond,ZB|USB30|DGS30|TYX30|US30Y
18101,United States 30-year TIPS,TIP30Y|US30Y_IL
18201,United States Treasury Floating Rate Note,FRN|USFRN
